1.00998E+0	6.07479E-3	3.74987E+1	-3.91654E+1
1.00000E+0	3.86998E-3	2.38888E+1	-2.47040E+1
9.89986E-1	3.85367E-3	2.37881E+1	-2.43535E+1
9.79979E-1	3.87636E-3	2.39281E+1	-2.42493E+1
9.70002E-1	3.85753E-3	2.38119E+1	-2.38858E+1
9.59987E-1	3.85005E-3	2.37657E+1	-2.35934E+1
9.49979E-1	3.84146E-3	2.37127E+1	-2.32953E+1
9.40005E-1	3.85782E-3	2.38137E+1	-2.31489E+1
9.29992E-1	3.84555E-3	2.37380E+1	-2.28295E+1
9.19978E-1	3.84393E-3	2.37280E+1	-2.25742E+1
9.09969E-1	3.85154E-3	2.37749E+1	-2.23728E+1
8.99991E-1	3.86997E-3	2.38887E+1	-2.22333E+1
8.89979E-1	3.85211E-3	2.37785E+1	-2.18845E+1
8.79969E-1	3.82906E-3	2.36362E+1	-2.15089E+1
8.69990E-1	3.83823E-3	2.36928E+1	-2.13159E+1
8.59982E-1	3.87570E-3	2.39241E+1	-2.12764E+1
8.49970E-1	3.83207E-3	2.36548E+1	-2.07920E+1
8.39962E-1	3.83695E-3	2.36849E+1	-2.05733E+1
8.29985E-1	3.81128E-3	2.35264E+1	-2.01929E+1
8.19973E-1	3.84462E-3	2.37322E+1	-2.01239E+1
8.09964E-1	3.80129E-3	2.34648E+1	-1.96542E+1
7.99986E-1	3.82930E-3	2.36377E+1	-1.95551E+1
7.89976E-1	3.83118E-3	2.36493E+1	-1.93199E+1
7.79961E-1	3.82455E-3	2.36083E+1	-1.90420E+1
7.69987E-1	3.85047E-3	2.37683E+1	-1.89259E+1
7.59978E-1	3.82406E-3	2.36053E+1	-1.85517E+1
7.49965E-1	3.83975E-3	2.37022E+1	-1.83824E+1
7.39952E-1	3.83441E-3	2.36692E+1	-1.81118E+1
7.29974E-1	3.82700E-3	2.36235E+1	-1.78330E+1
7.19965E-1	3.82150E-3	2.35895E+1	-1.75632E+1
7.09954E-1	3.82594E-3	2.36169E+1	-1.73391E+1
6.99981E-1	3.82015E-3	2.35812E+1	-1.70697E+1
6.89971E-1	3.82179E-3	2.35913E+1	-1.68328E+1
6.79961E-1	3.80926E-3	2.35140E+1	-1.65342E+1
6.69986E-1	3.83367E-3	2.36646E+1	-1.63960E+1
6.59976E-1	3.80695E-3	2.34997E+1	-1.60385E+1
6.49961E-1	3.82212E-3	2.35933E+1	-1.58581E+1
6.39951E-1	3.82790E-3	2.36290E+1	-1.56374E+1
6.29967E-1	3.82387E-3	2.36041E+1	-1.53773E+1
6.19958E-1	3.83210E-3	2.36549E+1	-1.51655E+1
6.09944E-1	3.79189E-3	2.34067E+1	-1.47640E+1
5.99969E-1	3.79150E-3	2.34043E+1	-1.45211E+1
5.89958E-1	3.80518E-3	2.34888E+1	-1.43303E+1
5.79945E-1	3.79381E-3	2.34186E+1	-1.40450E+1
5.69971E-1	3.80405E-3	2.34818E+1	-1.38407E+1
5.59958E-1	3.79673E-3	2.34366E+1	-1.35714E+1
5.49951E-1	3.79651E-3	2.34352E+1	-1.33281E+1
5.39937E-1	3.80641E-3	2.34964E+1	-1.31195E+1
5.29960E-1	3.78588E-3	2.33696E+1	-1.28076E+1
5.19951E-1	3.79924E-3	2.34521E+1	-1.26101E+1
5.09940E-1	3.77624E-3	2.33101E+1	-1.22924E+1
4.99966E-1	3.78161E-3	2.33433E+1	-1.20691E+1
4.89950E-1	3.76310E-3	2.32290E+1	-1.17694E+1
4.79932E-1	3.77042E-3	2.32742E+1	-1.15512E+1
4.69959E-1	3.78831E-3	2.33846E+1	-1.13649E+1
4.59949E-1	3.78564E-3	2.33681E+1	-1.11149E+1
4.49934E-1	3.77381E-3	2.32951E+1	-1.08390E+1
4.39923E-1	3.77661E-3	2.33124E+1	-1.06057E+1
4.29953E-1	3.76261E-3	2.32260E+1	-1.03269E+1
4.19940E-1	3.77492E-3	2.33020E+1	-1.01194E+1
4.09929E-1	3.75630E-3	2.31870E+1	-9.82941E+0
3.99952E-1	3.74099E-3	2.30925E+1	-9.55109E+0
3.89940E-1	3.73519E-3	2.30567E+1	-9.29756E+0
3.79928E-1	3.74783E-3	2.31348E+1	-9.08949E+0
3.69918E-1	3.75268E-3	2.31647E+1	-8.86146E+0
3.59943E-1	3.74693E-3	2.31292E+1	-8.60930E+0
3.49932E-1	3.76412E-3	2.32353E+1	-8.40825E+0
3.39918E-1	3.75856E-3	2.32010E+1	-8.15557E+0
3.29940E-1	3.74695E-3	2.31293E+1	-7.89171E+0
3.19929E-1	3.73123E-3	2.30323E+1	-7.62016E+0
3.09915E-1	3.71743E-3	2.29471E+1	-7.35434E+0
2.99938E-1	3.71983E-3	2.29619E+1	-7.12218E+0
2.89924E-1	3.71677E-3	2.29430E+1	-6.87873E+0
2.79916E-1	3.72225E-3	2.29769E+1	-6.65107E+0
2.69905E-1	3.74620E-3	2.31247E+1	-6.45447E+0
2.59926E-1	3.72286E-3	2.29806E+1	-6.17710E+0
2.49914E-1	3.73328E-3	2.30449E+1	-5.95579E+0
2.39904E-1	3.71764E-3	2.29484E+1	-5.69329E+0
2.29930E-1	3.72731E-3	2.30081E+1	-5.47079E+0
