name,channel,pce,jsc,voc,ff
2_01A,a,7.978,20.783,0.84,0.452
2_01A,b,8.158,20.997,0.84,0.458
2_01A,c,10.163,21.723,0.84,0.551
2_01A,d,7.727,20.606,0.84,0.442
2_01A,e,9.522,21.548,0.83,0.527
2_01A,f,9.905,21.057,0.83,0.561
2_01B,a,10.234,22.736,0.84,0.531
2_01B,b,10.819,22.838,0.84,0.558
2_01B,c,11.12,22.348,0.84,0.586
2_01B,d,8.34,19.288,0.84,0.51
2_01B,e,9.287,19.849,0.83,0.558
2_01B,f,9.638,19.837,0.83,0.58
2_02A,a,6.511,17.992,0.8,0.448
2_02A,b,7.177,18.869,0.79,0.477
2_02A,c,7.443,19.104,0.79,0.488
2_02A,d,6.698,17.859,0.79,0.47
2_02A,e,6.947,17.861,0.79,0.487
2_02A,f,6.921,17.597,0.79,0.493
2_03A,a,6.508,16.987,0.79,0.48
2_03A,b,6.679,17.24,0.78,0.492
2_03A,c,6.535,17.3,0.78,0.48
2_03A,d,6.223,17.38,0.78,0.454
2_03A,e,6.944,18.14,0.78,0.486
2_03A,f,0.001,0.001,0.775,0.849
2_04A,a,7.639,21.748,0.8,0.435
2_04A,b,7.864,20.829,0.8,0.467
2_04A,c,8.185,21.581,0.8,0.469
2_04A,d,7.749,20.459,0.8,0.469
2_04A,e,7.529,19.836,0.79,0.476
2_04A,f,0.001,0.001,0.785,0.819
2_05A,a,7.484,20.525,0.8,0.451
2_05A,b,7.579,19.997,0.8,0.469
2_05A,c,7.647,20,0.79,0.479
2_05A,d,6.583,19.462,0.8,0.419
2_05A,e,7.075,18.958,0.79,0.468
2_05A,f,7.55,19.784,0.79,0.478
2_06A,a,6.835,18.398,0.8,0.46
2_06A,b,7.215,18.543,0.8,0.482
2_06A,c,7.521,18.709,0.8,0.498
2_06A,d,4.935,17.628,0.79,0.351
2_06A,e,7.345,19.43,0.79,0.474
2_06A,f,8.06,20.021,0.79,0.504
2_07A,a,6.54,19.541,0.8,0.414
2_07A,b,7.549,19.499,0.8,0.479
2_07A,c,8.387,21.01,0.8,0.494
2_07A,d,7.607,20.129,0.8,0.468
2_07A,e,5.632,19.152,0.64,0.455
2_07A,f,0.021,0.063,0.93,0.363
