name,channel,pce,jsc,voc,ff
1_04C,a,9.665,21.537,0.83,0.535
1_04C,b,10.819,21.539,0.84,0.592
1_04C,c,11.172,21.627,0.84,0.609
1_04C,d,3.606,17.466,0.5,0.409
1_04C,e,9.008,19.253,0.82,0.565
1_04C,f,9.091,18.625,0.83,0.582
1_11C,a,6.79,12.02,0.81,0.69
1_11C,b,7.722,13.417,0.81,0.703
1_11C,c,8.009,13.665,0.81,0.716
1_11C,d,3.301,12.806,0.5,0.51
1_11C,e,6.601,13.359,0.73,0.67
1_11C,f,5.041,12.564,0.66,0.602
1_12C,a,0.398,3.403,0.84,0.138
1_12C,b,2.65,11.262,0.84,0.277
1_12C,c,0.732,4.448,0.84,0.194
1_12C,d,0.592,4.614,0.84,0.151
1_12C,e,2.407,10.569,0.83,0.272
1_12C,f,0.466,3.943,0.84,0.139
1_14C,a,10.79,23.001,0.84,0.553
1_14C,b,11.111,22.569,0.84,0.58
1_14C,c,11.085,21.831,0.84,0.598
1_14C,d,10.807,24.45,0.84,0.521
1_14C,e,11.813,24.479,0.83,0.576
1_14C,f,12.384,24.058,0.83,0.614
1_15C_v2,a,10.505,17.877,0.83,0.701
1_15C_v2,b,10.603,17.652,0.83,0.716
1_15C_v2,c,0.0,0.0,0.825,1.286
1_15C_v2,d,6.373,12.91,0.8,0.611
1_15C_v2,e,10.628,18.072,0.82,0.71
1_15C_v2,f,0.001,0.001,0.94,0.515
