name,channel,pce,jsc,voc,ff
1_05C,a,7.672,18.155,0.73,0.573
1_05C,b,7.849,17.904,0.73,0.595
1_05C,c,0.002,0.007,0.893,0.355
1_05C,d,7.59,18.425,0.72,0.566
1_05C,e,8.062,19.165,0.72,0.578
1_05C,f,-0.001,0.055,0.91,0.01
1_06C,a,6.371,12.649,0.75,0.665
1_06C,b,7.318,14.23,0.75,0.679
1_06C,c,7.787,14.887,0.74,0.7
1_06C,d,7.108,14.058,0.75,0.667
1_06C,e,7.491,14.561,0.74,0.688
1_06C,f,7.504,14.247,0.74,0.705
1_07C,a,0.021,0.185,0.81,0.141
1_07C,b,0.107,0.414,0.85,0.3
1_07C,c,1.212,2.608,0.77,0.597
1_07C,d,3.184,6.362,0.76,0.652
1_07C,e,0.014,0.099,0.78,0.173
1_07C,f,0.29,1.068,0.85,0.317
1_08C,a,10.327,23.276,0.83,0.529
1_08C,b,13.096,25.021,0.83,0.624
1_08C,c,13.442,25.01,0.83,0.641
1_08C,d,11.389,21.731,0.83,0.625
1_08C,e,11.397,21.373,0.83,0.636
1_08C,f,11.374,21.19,0.83,0.64
1_09C,a,0.004,0.058,0.66,0.109
1_09C,b,3.74,10.284,0.82,0.439
1_09C,c,1.284,4.189,0.82,0.37
1_09C,d,4.03,13.03,0.82,0.373
1_09C,e,0.647,2.51,0.81,0.315
1_09C,f,0.89,3.755,0.82,0.286
1_11C,a,5.588,11.63,0.8,0.595
1_11C,b,6.853,12.131,0.8,0.699
1_11C,c,6.898,12.335,0.8,0.692
1_11C,d,3.152,12.255,0.48,0.531
1_11C,e,3.814,12.1,0.5,0.624
1_11C,f,2.739,12.429,0.41,0.532
