name,channel,pce,jsc,voc,ff
2_19A,a,9.916,18.104,0.85,0.629
2_19A,b,10.342,18.779,0.84,0.64
2_19A,c,10.367,18.877,0.84,0.638
2_19A,d,9.839,18.972,0.83,0.61
2_19A,e,10.298,18.505,0.83,0.654
2_19A,f,10.205,18.406,0.84,0.644
2_20A,a,8.537,21.572,0.8,0.483
2_20A,b,10.629,22.047,0.81,0.581
2_20A,c,11.089,22.071,0.81,0.605
2_20A,d,4.53,20.465,0.51,0.424
2_20A,e,8.205,22.089,0.7,0.518
2_20A,f,10.884,22.573,0.81,0.581
2_21A,a,6.235,11.157,0.81,0.673
2_21A,b,7.453,12.857,0.81,0.699
2_21A,c,7.793,13.509,0.81,0.695
2_21A,d,7.747,13.705,0.81,0.681
2_21A,e,8.184,14.097,0.81,0.7
2_21A,f,8.245,13.996,0.81,0.71
2_22A,a,9.325,19.765,0.83,0.555
2_22A,b,9.435,19.4,0.82,0.579
2_22A,c,9.848,19.895,0.82,0.589
2_22A,d,9.631,20.607,0.82,0.556
2_22A,e,10.017,20.667,0.82,0.577
2_22A,f,10.617,21.225,0.82,0.595
2_23A,a,8.044,18.045,0.8,0.544
2_23A,b,7.647,16.846,0.79,0.561
2_23A,c,7.765,16.939,0.79,0.566
2_23A,d,8.118,18.234,0.79,0.55
2_23A,e,7.83,17.39,0.78,0.563
2_23A,f,8.477,18.357,0.79,0.571
2_24A,a,8.841,20.377,0.8,0.529
2_24A,b,9.383,20.777,0.8,0.551
2_24A,c,9.617,21.018,0.81,0.551
2_24A,d,10.437,24.09,0.8,0.529
2_24A,e,10.474,23.375,0.8,0.547
2_24A,f,10.282,22.599,0.81,0.548
2_25A,a,4.015,7.285,0.78,0.69
2_25A,b,5.075,8.871,0.78,0.716
2_25A,c,5.377,9.215,0.78,0.73
2_25A,d,5.152,9.186,0.78,0.702
2_25A,e,5.281,9.282,0.78,0.712
2_25A,f,0.0,3.973,0.01,0.003
2_26A,a,9.347,19.183,0.85,0.559
2_26A,b,9.276,18.907,0.84,0.57
2_26A,c,9.543,19.119,0.83,0.587
2_26A,d,9.41,19.58,0.83,0.565
2_26A,e,9.552,19.419,0.83,0.578
2_26A,f,9.903,19.711,0.84,0.584
