x0000,y0000
0.1880043924,7114.30692,
0.1898320307,6907.450446,
0.191659669,6419.161305,
0.1934873073,6267.329133,
0.1953149456,6049.393382,
0.1971425839,5737.116554,
0.1989702222,5555.993566,
0.2007978605,5369.927246,
0.2026254988,5269.137747,
0.2044531371,5023.175253,
0.2062807754,4775.299831,
0.2081084137,4568.626465,
0.209936052,4449.105859,
0.2117636903,4284.799679,
0.2135913286,4151.987664,
0.2154189669,4156.570833,
0.2172466052,3854.9625,
0.2190742435,3706.194901,
0.2209018818,3627.871795,
0.2227295201,3514.029412,
0.2245571584,3382.855469,
0.2263847967,3275.821265,
0.228212435,3158.424219,
0.2300400733,3136.382812,
0.2318677116,2944.985054,
0.2336953499,2876.870384,
0.2355229882,2819.067023,
0.2373506265,2783.79413,
0.2391782648,2624.561523,
0.2410059031,2581.354725,
0.2428335414,2444.689258,
0.2446611797,2417.946646,
0.246488818,2377.839935,
0.2483164563,2278.817708,
0.2501440946,2237.137576,
0.2519717329,2202.75651,
0.2537993712,2076.789572,
0.2556270095,2025.051136,
0.2574546478,1988.123001,
0.2592822861,1969.519444,
0.2611099244,1898.679688,
0.2629375627,1840.791016,
0.264765201,1793.176417,
0.2665928393,1758.94498,
0.2684204776,1688.773916,
0.2702481159,1645.352865,
0.2720757542,1638.046317,
0.2739033925,1585.378189,
0.2757310308,1551.22625,
0.2775586691,1528.410904,
0.2793863074,1484.995678,
0.2812139457,1434.974844,
0.283041584,1427.362031,
0.2848692223,1378.551107,
0.2866968606,1375.400183,
0.2885244989,1310.987413,
0.2903521372,1289.847497,
0.2921797755,1280.704671,
0.2940074138,1255.665039,
0.2958350521,1212.335127,
0.2976626904,1190.905484,
0.2994903287,1175.274297,
0.301317967,1155.702109,
0.3031456053,1121.079157,
0.3049732436,1094.227889,
0.3068008819,1087.207338,
0.3086285202,1080.83227,
0.3104561585,1051.760574,
0.3122837968,1034.278338,
0.3141114351,1014.760723,
0.3159390734,993.7346004,
0.3177667117,986.600865,
0.31959435,956.2763335,
0.3214219883,952.1446787,
0.3232496266,942.0696492,
0.3250772649,923.6693182,
0.3269049032,901.1437774,
0.3287325415,899.5638522,
0.3305601798,874.1895926,
0.3323878181,873.4302936,
0.3342154564,861.6827674,
0.3360430947,846.7799006,
0.337870733,825.3369621,
0.3396983713,815.6699219,
0.3415260096,814.5819639,
0.3433536479,799.7612028,
0.3451812862,788.8522555,
0.3470089245,781.0135417,
0.3488365628,773.1520182,
0.3506642011,770.6669171,
0.3524918394,757.234995,
0.3543194777,750.9733493,
0.356147116,749.6679688,
0.3579747543,733.331021,
0.3598023926,731.5668545,
0.3616300309,718.6658266,
0.3634576692,724.9954979,
0.3652853075,715.446188,
0.3671129458,709.6514423,
0.3689405841,703.3101689,
0.3707682224,699.7975911,
0.3725958607,701.9819178,
0.374423499,695.5065308,
0.3762511373,686.2947329,
0.3780787756,686.6837798,
0.3799064139,683.8288294,
0.3817340522,692.5045673,
0.3835616905,691.0915601,
0.3853893288,689.5171224,
0.3872169671,692.4856771,
0.3890446054,690.2154099,
0.3908722437,703.0129395,
0.392699882,704.6746216,
0.3945275203,712.7660457,
0.3963551586,724.2836174,
0.3981827969,746.8248601,
0.4000104352,770.7585565,
0.4018380735,807.5259651,
0.4036657118,825.4545243,
0.4054933501,868.0147236,
0.4073209884,921.2103882,
0.4091486267,979.9432218,
0.410976265,1070.39538,
0.4128039033,1138.565264,
0.4146315416,1195.973366,
0.4164591799,1272.223371,
0.4182868182,1313.578351,
0.4201144565,1346.582636,
0.4219420948,1359.133789,
0.4237697331,1342.653822,
0.4255973714,1338.055238,
0.4274250097,1335.686121,
0.429252648,1319.457906,
0.4310802863,1295.450449,
0.4329079246,1261.963028,
0.4347355629,1226.983915,
0.4365632012,1155.321303,
0.4383908395,1096.097924,
0.4402184778,1042.906357,
0.442046116,1001.206635,
0.4438737543,947.5522321,
0.4457013926,899.1410256,
0.4475290309,867.5429688,
0.4493566692,847.8117187,
0.4511843075,815.3426042,
0.4530119458,787.0253378,
0.4548395841,768.1388057,
0.4566672224,756.2911572,
0.4584948607,728.404965,
0.460322499,707.784375,
0.4621501373,702.114375,
0.4639777756,692.6935221,
0.4658054139,657.5735506,
0.4676330522,655.8924753,
0.4694606905,642.9954256,
0.4712883288,632.362211,
0.4731159671,608.7794922,
0.4749436054,598.0716322,
0.4767712437,589.5066258,
