x0000,y0000
0.1878182437,6787.223837,
0.1896470328,12544.37427,
0.1914758219,11593.05486,
0.1933046109,7062.752168,
0.1951334,12374.62784,
0.1969621891,11233.67582,
0.1987909782,10742.00069,
0.2006197673,7426.071823,
0.2024485564,11565.78091,
0.2042773455,10915.18003,
0.2061061346,9533.997984,
0.2079349237,7582.138021,
0.2097637127,10766.14671,
0.2115925018,10358.56579,
0.2134212909,9171.422111,
0.21525008,7658.292539,
0.2170788691,10066.88923,
0.2189076582,9540.565271,
0.2207364473,9011.74005,
0.2225652364,7422.618873,
0.2243940254,9747.592703,
0.2262228145,9402.630461,
0.2280516036,8860.557783,
0.2298803927,7660.302439,
0.2317091818,9467.483218,
0.2335379709,9280.060142,
0.23536676,8200.355324,
0.2371955491,8342.170349,
0.2390243382,9289.569635,
0.2408531272,8912.079909,
0.2426819163,8126.602376,
0.2445107054,8431.469731,
0.2463394945,9043.38795,
0.2481682836,8759.668502,
0.2499970727,8361.991111,
0.2518258618,8799.98739,
0.2536546509,9002.579741,
0.25548344,8869.587553,
0.257312229,8533.715517,
0.2591410181,9158.65625,
0.2609698072,9203.183054,
0.2627985963,9109.720041,
0.2646273854,8569.117089,
0.2664561745,9377.678427,
0.2682849636,9256.594792,
0.2701137527,9163.933735,
0.2719425417,8792.973361,
0.2737713308,9524.894422,
0.2756001199,9204.027108,
0.277428909,9192.440945,
0.2792576981,8722.283401,
0.2810864872,9290.454198,
0.2829152763,9076.143849,
0.2847440654,8860.219112,
0.2865728545,8669.971591,
0.2884016435,9069.868321,
0.2902304326,8521.950375,
0.2920592217,8550.944238,
0.2938880108,8492.336792,
0.2957167999,8571.028493,
0.297545589,8285.881041,
0.2993743781,8289.667279,
0.3012031672,8065.148917,
0.3030319563,8100.223978,
0.3048607453,7911.353102,
0.3066895344,7787.214533,
0.3085183235,7704.84179,
0.3103471126,7670.024107,
0.3121759017,7392.762976,
0.3140046908,7365.401246,
0.3158334799,7257.445922,
0.317662269,7193.96875,
0.319491058,7045.907456,
0.3213198471,6893.683673,
0.3231486362,6828.044314,
0.3249774253,6742.842038,
0.3268062144,6580.103891,
