1.01004E+0	5.73026E-6	3.53720E-2	-3.66056E-2
1.00004E+0	5.65287E-6	3.48943E-2	-3.57537E-2
9.90040E-1	5.56527E-6	3.43535E-2	-3.48477E-2
9.80041E-1	5.48544E-6	3.38607E-2	-3.40009E-2
9.70043E-1	5.39956E-6	3.33306E-2	-3.31272E-2
9.60041E-1	5.31673E-6	3.28193E-2	-3.22827E-2
9.50041E-1	5.24441E-6	3.23729E-2	-3.15119E-2
9.40042E-1	5.16149E-6	3.18610E-2	-3.06872E-2
9.30034E-1	5.08921E-6	3.14149E-2	-2.99354E-2
9.20039E-1	5.01426E-6	3.09522E-2	-2.91775E-2
9.10036E-1	4.94134E-6	3.05021E-2	-2.84406E-2
9.00040E-1	4.86837E-6	3.00517E-2	-2.77128E-2
8.90036E-1	4.79263E-6	2.95841E-2	-2.69784E-2
8.80038E-1	4.71522E-6	2.91063E-2	-2.62445E-2
8.70005E-1	4.64406E-6	2.86670E-2	-2.55538E-2
8.60004E-1	4.57229E-6	2.82240E-2	-2.48696E-2
8.50003E-1	4.48616E-6	2.76923E-2	-2.41174E-2
8.40007E-1	4.42074E-6	2.72885E-2	-2.34862E-2
8.30005E-1	4.35191E-6	2.68636E-2	-2.28452E-2
8.20001E-1	4.27962E-6	2.64174E-2	-2.21950E-2
8.10003E-1	4.21328E-6	2.60079E-2	-2.15845E-2
8.00001E-1	4.14624E-6	2.55941E-2	-2.09788E-2
7.90006E-1	4.07819E-6	2.51740E-2	-2.03767E-2
7.79999E-1	4.01090E-6	2.47586E-2	-1.97866E-2
7.69999E-1	3.93788E-6	2.43079E-2	-1.91773E-2
7.60000E-1	3.87157E-6	2.38986E-2	-1.86096E-2
7.50000E-1	3.80659E-6	2.34975E-2	-1.80565E-2
7.39997E-1	3.73614E-6	2.30626E-2	-1.74859E-2
7.30000E-1	3.67120E-6	2.26617E-2	-1.69499E-2
7.20001E-1	3.60383E-6	2.22459E-2	-1.64109E-2
7.10004E-1	3.54091E-6	2.18575E-2	-1.59005E-2
7.00003E-1	3.48061E-6	2.14852E-2	-1.54096E-2
6.90000E-1	3.41592E-6	2.10859E-2	-1.49071E-2
6.80010E-1	3.35224E-6	2.06928E-2	-1.44174E-2
6.70005E-1	3.29157E-6	2.03183E-2	-1.39481E-2
6.60003E-1	3.23368E-6	1.99610E-2	-1.34983E-2
6.50005E-1	3.17326E-6	1.95880E-2	-1.30454E-2
6.40005E-1	3.11347E-6	1.92190E-2	-1.26027E-2
6.29996E-1	3.05116E-6	1.88343E-2	-1.21573E-2
6.19993E-1	2.99416E-6	1.84825E-2	-1.17408E-2
6.09994E-1	2.93543E-6	1.81199E-2	-1.13249E-2
5.99991E-1	2.87848E-6	1.77684E-2	-1.09230E-2
5.89993E-1	2.82143E-6	1.74162E-2	-1.05281E-2
5.79992E-1	2.76099E-6	1.70431E-2	-1.01280E-2
5.69998E-1	2.70617E-6	1.67048E-2	-9.75582E-3
5.59997E-1	2.64820E-6	1.63469E-2	-9.37933E-3
5.50000E-1	2.59363E-6	1.60101E-2	-9.02206E-3
5.39999E-1	2.53832E-6	1.56686E-2	-8.66911E-3
5.29999E-1	2.48369E-6	1.53314E-2	-8.32545E-3
5.19995E-1	2.43021E-6	1.50013E-2	-7.99242E-3
5.09994E-1	2.37883E-6	1.46841E-2	-7.67297E-3
4.99993E-1	2.32311E-6	1.43402E-2	-7.34630E-3
4.89989E-1	2.27313E-6	1.40317E-2	-7.04443E-3
4.79990E-1	2.22015E-6	1.37046E-2	-6.73984E-3
4.69990E-1	2.16613E-6	1.33712E-2	-6.43885E-3
4.59991E-1	2.11618E-6	1.30628E-2	-6.15655E-3
4.49984E-1	2.06576E-6	1.27516E-2	-5.87912E-3
4.39986E-1	2.01740E-6	1.24531E-2	-5.61392E-3
4.29985E-1	1.96634E-6	1.21379E-2	-5.34745E-3
4.19988E-1	1.91518E-6	1.18221E-2	-5.08723E-3
4.09988E-1	1.86823E-6	1.15323E-2	-4.84436E-3
3.99993E-1	1.81692E-6	1.12156E-2	-4.59646E-3
3.89997E-1	1.76962E-6	1.09236E-2	-4.36492E-3
3.79992E-1	1.72201E-6	1.06297E-2	-4.13852E-3
3.69993E-1	1.67664E-6	1.03496E-2	-3.92345E-3
3.59995E-1	1.63054E-6	1.00651E-2	-3.71247E-3
3.49990E-1	1.58657E-6	9.79364E-3	-3.51196E-3
3.39981E-1	1.53999E-6	9.50611E-3	-3.31137E-3
3.29982E-1	1.49354E-6	9.21938E-3	-3.11704E-3
3.19983E-1	1.45143E-6	8.95944E-3	-2.93737E-3
3.09981E-1	1.40527E-6	8.67451E-3	-2.75505E-3
2.99981E-1	1.36325E-6	8.41512E-3	-2.58645E-3
2.89979E-1	1.31910E-6	8.14259E-3	-2.41924E-3
2.79984E-1	1.27981E-6	7.90006E-3	-2.26628E-3
2.69984E-1	1.23564E-6	7.62741E-3	-2.10992E-3
2.59985E-1	1.19452E-6	7.37358E-3	-1.96416E-3
2.49991E-1	1.15265E-6	7.11512E-3	-1.82246E-3
2.39989E-1	1.11200E-6	6.86420E-3	-1.68784E-3
2.29986E-1	1.07370E-6	6.62778E-3	-1.56178E-3
2.19986E-1	1.03235E-6	6.37253E-3	-1.43634E-3
2.09985E-1	9.93753E-7	6.13428E-3	-1.31978E-3
1.99978E-1	9.56031E-7	5.90143E-3	-1.20918E-3
1.89976E-1	9.18741E-7	5.67124E-3	-1.10389E-3
1.79976E-1	8.78346E-7	5.42189E-3	-9.99805E-4
1.69979E-1	8.42295E-7	5.19935E-3	-9.05513E-4
1.59977E-1	8.04724E-7	4.96743E-3	-8.14216E-4
1.49978E-1	7.68573E-7	4.74428E-3	-7.29034E-4
1.39979E-1	7.32258E-7	4.52011E-3	-6.48279E-4
1.29981E-1	6.96890E-7	4.30179E-3	-5.72901E-4
1.19979E-1	6.59681E-7	4.07210E-3	-5.00581E-4
1.09982E-1	6.26628E-7	3.86807E-3	-4.35880E-4
9.99794E-2	5.92642E-7	3.65828E-3	-3.74747E-4
8.99761E-2	5.57691E-7	3.44254E-3	-3.17363E-4
7.99804E-2	5.23013E-7	3.22848E-3	-2.64564E-4
6.99830E-2	4.89061E-7	3.01890E-3	-2.16467E-4
5.99833E-2	4.55628E-7	2.81252E-3	-1.72853E-4
4.99759E-2	4.22463E-7	2.60780E-3	-1.33532E-4
3.99768E-2	3.89513E-7	2.40440E-3	-9.84839E-5
2.99752E-2	3.55904E-7	2.19694E-3	-6.74730E-5
1.99797E-2	3.23203E-7	1.99508E-3	-4.08413E-5
9.98044E-3	2.89121E-7	1.78470E-3	-1.82501E-5
-2.05040E-5	2.55205E-7	1.57534E-3	3.30950E-8
-9.91893E-3	2.22192E-7	1.37156E-3	1.39389E-5
-1.99215E-2	1.87734E-7	1.15885E-3	2.36538E-5
-2.99199E-2	1.53250E-7	9.45988E-4	2.89999E-5
-3.99225E-2	1.18057E-7	7.28747E-4	2.98088E-5
-4.99203E-2	8.19772E-8	5.06032E-4	2.58825E-5
-5.99275E-2	4.69285E-8	2.89682E-4	1.77868E-5
-6.99236E-2	8.26052E-9	5.09909E-5	3.65314E-6
-7.99277E-2	-3.04851E-8	-1.88180E-4	-1.54106E-5
-8.99253E-2	-6.74347E-8	-4.16264E-4	-3.83531E-5
-9.99284E-2	-1.07931E-7	-6.66241E-4	-6.82135E-5
-1.09928E-1	-1.48793E-7	-9.18475E-4	-1.03449E-4
-1.19929E-1	-1.90362E-7	-1.17507E-3	-1.44391E-4
-1.29926E-1	-2.32636E-7	-1.43602E-3	-1.91165E-4
-1.39925E-1	-2.77014E-7	-1.70996E-3	-2.45150E-4
-1.49924E-1	-3.20757E-7	-1.97998E-3	-3.04146E-4
-1.59922E-1	-3.66078E-7	-2.25974E-3	-3.70269E-4
-1.69929E-1	-4.11767E-7	-2.54177E-3	-4.42542E-4
-1.79931E-1	-4.61476E-7	-2.84862E-3	-5.25158E-4
-1.89929E-1	-5.10005E-7	-3.14818E-3	-6.12634E-4
-1.99929E-1	-5.60915E-7	-3.46244E-3	-7.09264E-4
-2.09934E-1	-6.10596E-7	-3.76911E-3	-8.10722E-4
